SPECIES_PK,GENUS,SPECIES,SCIENTIFIC_NAME,COMMON_NAME,FAMILY,Trevally_109,Jacks_110,Bottomfishes_200,Groupers_210,Deep_snappers_230,Prist_Etelis_240,Emporers_260,Inshore_groupers_380,Inshore_snappers_390,Fish_100
5178,Rastrelliger,Long-jawed mackerel,kanagurta,Long-jawed mackerel,Scombridae,0,0,0,0,0,0,0,0,0,1
5182,Gerres,Slender/Oblong silver-bidd,oblongus,Slender/Oblong silver-bidd,Gerreidae,0,0,0,0,0,0,0,0,0,1
5183,Chaetodon,Lined butterflyfish,lineolatus,Lined butterflyfish,Chaetodontidae,0,0,0,0,0,0,0,0,0,1
5185,Acanthurus,Fine-lined surgeonfish,grammoptilus,Fine-lined surgeonfish,Acanthuridae,0,0,0,0,0,0,0,0,0,1
5187,Platax,Circular spadefish,orbicular,Circular spadefish,Ephippidae,0,0,0,0,0,0,0,0,0,1
5189,Hipposcarus,Candelamoa parrotfish,harid,Candelamoa parrotfish,Scaridae,0,0,0,0,0,0,0,0,0,1
5190,Chaetodon,Ornate butterflyfish,omatissimus,Ornate butterflyfish,Chaetodontidae,0,0,0,0,0,0,0,0,0,1
5191,Lethrinus,Longfin emperor,erythropterus,Longfin emperor,Lethrinidae,0,0,1,0,0,0,1,0,0,1
5192,Paracirrhites,Halfspotted hawkfish,hemistictus,Halfspotted hawkfish,Cirrhitidae,0,0,0,0,0,0,0,0,0,1
5200,Siganus,Vermiculate rabbitfish,vermiculatus,Vermiculate rabbitfish,Siganidae,0,0,0,0,0,0,0,0,0,1
5202,Etisus,Red crab,dentatus,Red crab,Xanthidae,0,0,0,0,0,0,0,0,0,0
5206,Acanthurus,Whitefin surgeonfish,albipectoralis,Whitefin surgeonfish,Acanthuridae,0,0,0,0,0,0,0,0,0,1
5207,Lethrinus,Yellowtail emperor,atkinsoni,Yellowtail emperor,Lethrinidae,0,0,1,0,0,0,1,0,0,1
5208,Paracaesio,"False fusilier, Dirty ordu",sordida,"False fusilier, Dirty ordu",Lutjanidae,0,0,1,0,1,0,0,0,1,1
5209,Lutjanus,Two spot snapper,biguttatus,Two spot snapper,Lutjanidae,0,0,1,0,1,0,0,0,1,1
5210,Bothus,Leopard flounder,mancus,Leopard flounder,Bothidae,0,0,0,0,0,0,0,0,0,1
5212,Pugoplites,Regal angelfish,navarchus,Regal angelfish,Pomacanthidae,0,0,0,0,0,0,0,0,0,1
5214,Trachinotus,Small spotted dart,bailonii,Small spotted dart,Carangidae,1,1,1,0,0,0,0,0,0,1
5218,Sepioteuthis,Bigfin reef squid,lessoniana,Bigfin reef squid,Loliginidae,0,0,0,0,0,0,0,0,0,0
5219,Macropharyngodon,Yellowspotted wrasse,negrosensis,Yellowspotted wrasse,Labridae,0,0,0,0,0,0,0,0,0,1
5220,Scarus,Yellowfin parrotfish,flavipectoralis,Yellowfin parrotfish,Scaridae,0,0,0,0,0,0,0,0,0,1
5221,Lethrinus,Orange striped emperor,obsoletus,Orange striped emperor,Lethrinidae,0,0,1,0,0,0,1,0,0,1
5223,Cephalopholis,Bluelined grouper,formosa,Bluelined grouper,Serranidae,0,0,1,1,0,0,0,1,0,1
5224,Caranx,Tille trevally,tille,Tille trevally,Carangidae,1,1,1,0,0,0,0,0,0,1
5226,Muraenesox,Daggertooth pike,Muraenesox,Daggertooth pike,Muraenesocidae,0,0,0,0,0,0,0,0,0,1
5227,Epinephelus,Orange-spotted grouper,coioides,Orange-spotted grouper,Serranidae,0,0,1,1,0,0,0,1,0,1
5231,Apogon,Samoan cardinalfish,fuscus,Samoan cardinalfish,Apogonidae,0,0,0,0,0,0,0,0,0,1
5232,Grammatorcynos,Double-lined mackerel,bilineatus,Double-lined mackerel,Scombridae,0,0,0,0,0,0,0,0,0,1
5233,Pseudocaranx,Silver trevally,dentex,Silver trevally,Carangidae,1,1,1,0,0,0,0,0,0,1
5235,Scarus,Chameleon parrotfish,chameleon,Chameleon parrotfish,Scaridae,0,0,0,0,0,0,0,0,0,1
5236,Siganus,Golden rabbitfish,guttatus,Golden rabbitfish,Siganidae,0,0,0,0,0,0,0,0,0,1
5238,Parupeneus,Rosy goatfish,rubescens,Rosy goatfish,Mullidae,0,0,0,0,0,0,0,0,0,1
5239,Pristipomoides,Lavender jobfish,sieboldii,Lavender jobfish,Lutjanidae,0,0,1,0,1,1,0,0,1,1
5242,Abalistes,Starry triggerfish,stellatus,Starry triggerfish,Balistidae,0,0,0,0,0,0,0,0,0,1
5243,Lutjanus,Crimson snapper,erythropterus,Crimson snapper,Lutjanidae,0,0,1,0,1,0,0,0,1,1
5244,Upeneus,Goldband goatfish,moluccencis,Goldband goatfish,Mullidae,0,0,0,0,0,0,0,0,0,1
5245,Sufflamen,Boomerang/Scythe triggerfi,bursa,Boomerang/Scythe triggerfi,Balistidae,0,0,0,0,0,0,0,0,0,1
5246,Carangoides,Longnose trevally,chrysophrys,Longnose trevally,Carangidae,1,1,1,0,0,0,0,0,0,1
5247,Selaroides,Yellowstripe scad,leptolepis,Yellowstripe scad,Carangidae,0,0,0,0,0,0,0,0,0,1
5248,Caranx,Bluespotted trevally,bucculentus,Bluespotted trevally,Carangidae,1,1,1,0,0,0,0,0,0,1
5249,Cheilinus,Two-spotted wrasse,bimaculatus,Two-spotted wrasse,Labridae,0,0,0,0,0,0,0,0,0,1
5251,Parupeneus,Yellow-stripe goatfish,chrysopleuron,Yellow-stripe goatfish,Mullidae,0,0,0,0,0,0,0,0,0,1
5252,Aluterus,Scrawled filefish,scriptus,Scrawled filefish,Monacanthidae,0,0,0,0,0,0,0,0,0,1
5253,Acanthurus,Black-spot surgeonfish,bariene,Black-spot surgeonfish,Acanthuridae,0,0,0,0,0,0,0,0,0,1
5254,Epinephelus,Sixbar grouper,sexfasciatus,Sixbar grouper,Serranidae,0,0,1,1,0,0,0,1,0,1
5257,Lutjanus,Dory/Black-spot snapper,fulviflamma,Dory/Black-spot snapper,Lutjanidae,0,0,1,0,1,0,0,0,1,1
5258,Uraspis,Whitetongue jack,helvola,Whitetongue jack,Carangidae,1,1,1,0,0,0,0,0,0,1
5259,Macolor,Midnight snapper,macularis,Midnight snapper,Lutjanidae,0,0,1,0,1,0,0,0,1,1
5260,Stegostoma fasciatum,Zebra shark,Stegostoma fasciatum,Zebra shark,Stegostomatidae,0,0,0,0,0,0,0,0,0,1
5262,Gymnocranius,Japanese large-eye bream,euanus,Japanese large-eye bream,Lethrinidae,0,0,1,0,0,0,1,0,0,1
5263,Iniistius,Fivefinger razorfish,pentadactylus,Fivefinger razorfish,Labridae,0,0,0,0,0,0,0,0,0,1
5264,Actinopyga,Surf redfish,mauritiana,Surf redfish,Holothuriidae,0,0,0,0,0,0,0,0,0,1
5265,Seriola,Yellowtail amberjack,lalandi,Yellowtail amberjack,Carangidae,1,1,1,0,0,0,0,0,0,1
5266,Triodon,Threetooth puffer,macropterus,Threetooth puffer,Triodontidae,0,0,0,0,0,0,0,0,0,1
5267,Plectorhinchus,Harlequin sweetlips,chaetodonoides,Harlequin sweetlips,Haemulidae,0,0,0,0,0,0,0,0,0,1
5268,Pontinus,Large-headed scorpionfish,macrocephalus,Large-headed scorpionfish,Scorpaenidae,0,0,1,0,0,0,0,0,0,1
5269,Chaetodon,Speckled butterflyfish,citrinnellus,Speckled butterflyfish,Chaetodontidae,0,0,0,0,0,0,0,0,0,1
5270,Upeneus,Bandtail goatfish,taeniopterus,Bandtail goatfish,Mullidae,0,0,0,0,0,0,0,0,0,1
