SPECIES_PK,GENUS,SPECIES,SCIENTIFIC_NAME,COMMON_NAME,FAMILY,Trevally_109,Jacks_110,Bottomfishes_200,Groupers_210,Deep_snappers_230,Prist_Etelis_240,Emporers_260,Inshore_groupers_380,Inshore_snappers_390
3616,Halichoeres,Checkerboard wrasse,hortulanus,Checkerboard wrasse,Labridae,0,0,0,0,0,0,0,0,0
3608,Cheilio,Cigar wrasse,inermus,Cigar wrasse,Labridae,0,0,0,0,0,0,0,0,0
3620,Epibulus,Slingjaw Wrasse,insidiator,Slingjaw Wrasse,Labridae,0,0,0,0,0,0,0,0,0
3611,Thalassoma,Sunset wrasse,lutescens,Sunset wrasse,Labridae,0,0,0,0,0,0,0,0,0
3617,Halichoeres,Weedy surge wrasse,margaritaceus,Weedy surge wrasse,Labridae,0,0,0,0,0,0,0,0,0
3609,Hemigymnus,Blackeye thicklip,melapterus,Blackeye thicklip,Labridae,0,0,0,0,0,0,0,0,0
5219,Macropharyngodon,Yellowspotted wrasse,negrosensis,Yellowspotted wrasse,Labridae,0,0,0,0,0,0,0,0,0
5263,Iniistius,Fivefinger razorfish,pentadactylus,Fivefinger razorfish,Labridae,0,0,0,0,0,0,0,0,0
3612,Thalassoma,Surge wrasse,purpureum,Surge wrasse,Labridae,0,0,0,0,0,0,0,0,0
3613,Thalassoma,Red ribbon wrasse,quinquevittaitum,Red ribbon wrasse,Labridae,0,0,0,0,0,0,0,0,0
3615,Cheilinus sp,Cheilinus wrasses,spp.,Cheilinus wrasses,Labridae,0,0,0,0,0,0,0,0,0
3619,Novaculichthys,Rockmover wrasse,taeniorus,Rockmover wrasse,Labridae,0,0,0,0,0,0,0,0,0
361,Thalassoma,Christmas wrasse,trilobata,Christmas wrasse,Labridae,0,0,0,0,0,0,0,0,0
3602,Cheilinus,Triple tail wrasse,trilobatus,Triple tail wrasse,Labridae,0,0,0,0,0,0,0,0,0
3601,Cheilinus,Napoleon wrasse,undulatus,Napoleon wrasse,Labridae,0,0,0,0,0,0,0,0,0
5079,Oxycheilinus,Ringtail wrasse,unifasciatus,Ringtail wrasse,Labridae,0,0,0,0,0,0,0,0,0
3614,Gomphosus,Bird wrasse,varius,Bird wrasse,Labridae,0,0,0,0,0,0,0,0,0
153,Isurus,Shortfin mako shark,oxyrinchus,Shortfin mako shark,Lamnidae,0,0,0,0,0,0,0,0,0
1531,Isurus,Longfin mako shark,paucus,Longfin mako shark,Lamnidae,0,0,0,0,0,0,0,0,0
459,Lampris,Moonfish,guttatus,Moonfish,Lampridae,0,0,0,0,0,0,0,0,0
5174,"Leiognathus, Aurigequula",Striped ponyfish,spp.,Striped ponyfish,Leiognathidae,0,0,0,0,0,0,0,0,0
262,Lethrinus,Ambon emperor,amboinensis,Ambon emperor,Lethrinidae,0,0,1,0,0,0,1,0,0
5207,Lethrinus,Yellowtail emperor,atkinsoni,Yellowtail emperor,Lethrinidae,0,0,1,0,0,0,1,0,0
255,Gnathodentex,Goldenline bream,aureolineatus,Goldenline bream,Lethrinidae,0,0,1,0,0,0,1,0,0
264,Gnathodentex,Yellowspot emperor,aurolineatus,Yellowspot emperor,Lethrinidae,0,0,1,0,0,0,1,0,0
261,Lethrinus,Longnose emperor,elongatus,Longnose emperor,Lethrinidae,0,0,1,0,0,0,1,0,0
266,Lethrinus,Orangespot emperor,erythracanthus,Orangespot emperor,Lethrinidae,0,0,1,0,0,0,1,0,0
5191,Lethrinus,Longfin emperor,erythropterus,Longfin emperor,Lethrinidae,0,0,1,0,0,0,1,0,0
5262,Gymnocranius,Japanese large-eye bream,euanus,Japanese large-eye bream,Lethrinidae,0,0,1,0,0,0,1,0,0
254,Monotaxis,Bigeye bream,grandoculis,Bigeye bream,Lethrinidae,0,0,1,0,0,0,1,0,0
263,Gymnocranius,Blueline bream,grandoculis,Blueline bream,Lethrinidae,0,0,1,0,0,0,1,0,0
5175,Gymnocranius,Grey large-eye bream,griseus,Grey large-eye bream,Lethrinidae,0,0,1,0,0,0,1,0,0
5065,Lethrinus,One spot emperor,harak,One spot emperor,Lethrinidae,0,0,1,0,0,0,1,0,0
2601,Lethrinus,Sweetlip emperor,miniatus,Sweetlip emperor,Lethrinidae,0,0,1,0,0,0,1,0,0
5221,Lethrinus,Orange striped emperor,obsoletus,Orange striped emperor,Lethrinidae,0,0,1,0,0,0,1,0,0
5075,Lethrinus,Longface emperor,olivaceus,Longface emperor,Lethrinidae,0,0,1,0,0,0,1,0,0
267,Lethrinus,Redgill emperor,rubrioperculatus,Redgill emperor,Lethrinidae,0,0,1,0,0,0,1,0,0
5106,Lethrinus,Yellowlip emperor,xanthochilus,Yellowlip emperor,Lethrinidae,0,0,1,0,0,0,1,0,0
5218,Sepioteuthis,Bigfin reef squid,lessoniana,Bigfin reef squid,Loliginidae,0,0,0,0,0,0,0,0,0
5172,Lutjanus,Mangrove red snapper,argentimaculatus,Mangrove red snapper,Lutjanidae,0,0,1,0,1,0,0,0,1
244,Pristipomoides,Blue lined gindai,argyrogrammicus,Blue lined gindai,Lutjanidae,0,0,1,0,1,1,0,0,1
246,Pristipomoides,Goldflag jobfish,auricilla,Goldflag jobfish,Lutjanidae,0,0,1,0,1,1,0,0,1
5209,Lutjanus,Two spot snapper,biguttatus,Two spot snapper,Lutjanidae,0,0,1,0,1,0,0,0,1
235,Lutjanus,Twinspot/red snapper,bohar,Twinspot/red snapper,Lutjanidae,0,0,1,0,1,0,0,0,1
392,Lutjanus,Twinspot/red snapper 2,bohar,Twinspot/red snapper 2,Lutjanidae,0,0,1,0,1,0,0,0,1
5066,Lutjanus,Moluccan snapper,boutton,Moluccan snapper,Lutjanidae,0,0,1,0,1,0,0,0,1
249,Etelis,Ruby snapper (ehu),carbunculus,Ruby snapper (ehu),Lutjanidae,0,0,1,0,1,1,0,0,1
248,Etelis,Longtail snapper (onaga),coruscans,Longtail snapper (onaga),Lutjanidae,0,0,1,0,1,1,0,0,1
5243,Lutjanus,Crimson snapper,erythropterus,Crimson snapper,Lutjanidae,0,0,1,0,1,0,0,0,1
240,Pristipomoides,Pristipomoides/Etelis,Etelis spp.,Pristipomoides/Etelis,Lutjanidae,0,0,1,0,1,1,0,0,1
242,Pristipomoides,Pink snapper /Crimson jobf,filamentosus,Pink snapper /Crimson jobf,Lutjanidae,0,0,1,0,1,1,0,0,1
241,Pristipomoides,Yelloweye snapper,flavipinnis,Yelloweye snapper,Lutjanidae,0,0,1,0,1,1,0,0,1
5257,Lutjanus,Dory/Black-spot snapper,fulviflamma,Dory/Black-spot snapper,Lutjanidae,0,0,1,0,1,0,0,0,1
233,Lutjanus,Blacktail/Yellow margin sn,fulvus,Blacktail/Yellow margin sn,Lutjanidae,0,0,1,0,1,0,0,0,1
238,Aphareus,Brown jobfish,furca,Brown jobfish,Lutjanidae,0,0,1,0,1,0,0,0,1
236,Lutjanus,Humpback snapper,gibbus,Humpback snapper,Lutjanidae,0,0,1,0,1,0,0,0,1
231,Lutjanus,Blue lined snapper,kasmira,Blue lined snapper,Lutjanidae,0,0,1,0,1,0,0,0,1
253,Paracaesio,Kusakar's snapper,kusakarii,Kusakar's snapper,Lutjanidae,0,0,1,0,1,0,0,0,1
5136,Lutjanus,Yellowstreaked/Dark-tailed,lemniscatus,Yellowstreaked/Dark-tailed,Lutjanidae,0,0,1,0,1,0,0,0,1
5259,Macolor,Midnight snapper,macularis,Midnight snapper,Lutjanidae,0,0,1,0,1,0,0,0,1
234,Lutjanus,Onespot snapper,monostigma,Onespot snapper,Lutjanidae,0,0,1,0,1,0,0,0,1
250,Pristipomoides,Multidens snapper,multidens,Multidens snapper,Lutjanidae,0,0,1,0,1,1,0,0,1
251,Macolor,Black snapper,niger,Black snapper,Lutjanidae,0,0,1,0,1,0,0,0,1
256,Etelis,Scarlet snapper,radiosus,Scarlet snapper,Lutjanidae,0,0,1,0,1,1,0,0,1
232,Lutjanus,Yellow-lined/Rufous snappe,rufolineatus,Yellow-lined/Rufous snappe,Lutjanidae,0,0,1,0,1,0,0,0,1
243,Pristipomoides,Yelloweye opakapaka,rutilans,Yelloweye opakapaka,Lutjanidae,0,0,1,0,1,0,0,0,1
247,Aphareus,Silverjaw jobfish (lehi),rutilans,Silverjaw jobfish (lehi),Lutjanidae,0,0,1,0,1,0,0,0,1
237,Lutjanus,Humphead snapper,sanguineus,Humphead snapper,Lutjanidae,0,0,1,0,1,0,0,0,1
5239,Pristipomoides,Lavender jobfish,sieboldii,Lavender jobfish,Lutjanidae,0,0,1,0,1,1,0,0,1
5208,Paracaesio,"False fusilier, Dirty ordu",sordida,"False fusilier, Dirty ordu",Lutjanidae,0,0,1,0,1,0,0,0,1
252,Paracaesio,Stone's snapper,stonei,Stone's snapper,Lutjanidae,0,0,1,0,1,0,0,0,1
257,Lutjanus,Timor snapper,timorensis,Timor snapper,Lutjanidae,0,0,1,0,1,0,0,0,1
239,Aprion,Gray jobfish,virescens,Gray jobfish,Lutjanidae,0,0,1,0,1,0,0,0,1
908,Paracaesio,Yellowtail blue snapper,xanthura,Yellowtail blue snapper,Lutjanidae,0,0,1,0,1,0,0,0,1
245,Pristipomoides,Flower snapper (gindai),zonatus,Flower snapper (gindai),Lutjanidae,0,0,1,0,1,1,0,0,1
368,Malacanthus,Tilefishes,spp.,Tilefishes,Malacanthidae,0,0,0,0,0,0,0,0,0
523,Paphies,Pipi clam,australis,Pipi clam,Mesodesmatidae,0,0,0,0,0,0,0,0,0
460,Masturus,Sunfish,lanceolatus,Sunfish,Molidae,0,0,0,0,0,0,0,0,0
5252,Aluterus,Scrawled filefish,scriptus,Scrawled filefish,Monacanthidae,0,0,0,0,0,0,0,0,0
139,Monodactylus,Silver batfish,argenteus,Silver batfish,Monodactylidae,0,0,0,0,0,0,0,0,0
130,Mugil,Mullets,cephalus,Mullets,Mugilidae,0,0,0,0,0,0,0,0,0
1301,Crenimugil,Fringelip mullet,crenilabis,Fringelip mullet,Mugilidae,0,0,0,0,0,0,0,0,0
1302,Neomyxus,False mullet,leuciscus,False mullet,Mugilidae,0,0,0,0,0,0,0,0,0
1303,Ellochelon,Diamond scale mullet,vaigiensis,Diamond scale mullet,Mugilidae,0,0,0,0,0,0,0,0,0
373,Parupeneus,Dash-and-dot goatfish,barberinus,Dash-and-dot goatfish,Mullidae,0,0,0,0,0,0,0,0,0
3731,Parupeneus,Doublebar goatfish,bifasciatus,Doublebar goatfish,Mullidae,0,0,0,0,0,0,0,0,0
5251,Parupeneus,Yellow-stripe goatfish,chrysopleuron,Yellow-stripe goatfish,Mullidae,0,0,0,0,0,0,0,0,0
3732,Parupeneus,White-lined goatfish,ciliatus,White-lined goatfish,Mullidae,0,0,0,0,0,0,0,0,0
374,Parupeneus,Yellowsaddle goatfish,cyclostomus,Yellowsaddle goatfish,Mullidae,0,0,0,0,0,0,0,0,0
371,Mulloidichthys,Yellowstripe goatfish,flavolineatus,Yellowstripe goatfish,Mullidae,0,0,0,0,0,0,0,0,0
376,Parupeneus,Redspot goatfish,heptacanthus,Redspot goatfish,Mullidae,0,0,0,0,0,0,0,0,0
377,Parupeneus,Indian goatfish,indicus,Indian goatfish,Mullidae,0,0,0,0,0,0,0,0,0
378,Parupeneus,Parupenus insularis,insularis,Parupenus insularis,Mullidae,0,0,0,0,0,0,0,0,0
5244,Upeneus,Goldband goatfish,moluccencis,Goldband goatfish,Mullidae,0,0,0,0,0,0,0,0,0
3733,Parupeneus,Multi-barred goatfish,multifasciatus,Multi-barred goatfish,Mullidae,0,0,0,0,0,0,0,0,0
375,Mulloidichthys,Pink goatfish,pfluegeri,Pink goatfish,Mullidae,0,0,0,0,0,0,0,0,0
381,Parupeneus,Side spot goatfish,pleurostigma,Side spot goatfish,Mullidae,0,0,0,0,0,0,0,0,0
5238,Parupeneus,Rosy goatfish,rubescens,Rosy goatfish,Mullidae,0,0,0,0,0,0,0,0,0
370,Mulloidichthys,Yellow goatfishes (unknwn),spp.,Yellow goatfishes (unknwn),Mullidae,0,0,0,0,0,0,0,0,0
3370,Parupeneus,Banded goatfishes,spp.,Banded goatfishes,Mullidae,0,0,0,0,0,0,0,0,0
5270,Upeneus,Bandtail goatfish,taeniopterus,Bandtail goatfish,Mullidae,0,0,0,0,0,0,0,0,0
372,Mulloidichthys,Yellowfin goatfish,vanicolensis,Yellowfin goatfish,Mullidae,0,0,0,0,0,0,0,0,0
500,Multi-species,Invertebrates (unknown),spp.,Invertebrates (unknown),Multi-family,0,0,0,0,0,0,0,0,0
501,Multi-species,Crabs,spp.,Crabs,Multi-family,0,0,0,0,0,0,0,0,0
5226,Muraenesox,Daggertooth pike,Muraenesox,Daggertooth pike,Muraenesocidae,0,0,0,0,0,0,0,0,0
1741,Gymnothorax,Yellowmargin moray eel,flavimarginatus,Yellowmargin moray eel,Muraenidae,0,0,0,0,0,0,0,0,0
1742,Gymnothorax,Giant moray eel,javanicus,Giant moray eel,Muraenidae,0,0,0,0,0,0,0,0,0
175,Enchelycore,Dragon eel,pardalis,Dragon eel,Muraenidae,0,0,0,0,0,0,0,0,0
170,Gymnothorax,Eels,spp.,Eels,Muraenidae,0,0,0,0,0,0,0,0,0
174,Gymnothorax,Spotted moray eels,spp.,Spotted moray eels,Muraenidae,0,0,0,0,0,0,0,0,0
176,"Gymnothorax, Muraena",Moray eels,spp.,Moray eels,Muraenidae,0,0,0,0,0,0,0,0,0
1743,Gymnothorax,Undulated moray eel,undulatus,Undulated moray eel,Muraenidae,0,0,0,0,0,0,0,0,0
162,Aetobatis,Eagle ray,narinari,Eagle ray,Myliobatidae,0,0,0,0,0,0,0,0,0
890,N.A.,Sand and coral rubble,N.A.,Sand and coral rubble,N.A.,0,0,0,0,0,0,0,0,0
892,N.A.,Sand,N.A.,Sand,N.A.,0,0,0,0,0,0,0,0,0
533,Cellana,Opii,toreuma,Opii,Nacellidae,0,0,0,0,0,0,0,0,0
532,"Amauropsis, Tanea",Masina,spp.,Masina,Naticidae,0,0,0,0,0,0,0,0,0
909,Scolopsis,Pearly monocle bream,margaritifer,Pearly monocle bream,Nemipteridae,0,0,0,0,0,0,0,0,0
910,Scolopsis,Three-lined monocle bream,trilineatus,Three-lined monocle bream,Nemipteridae,0,0,0,0,0,0,0,0,0
906,Scolopsis,Monogram monocle bream,monogramma,Monogram monocle bream,Nempiteridae,0,0,0,0,0,0,0,0,0
535,Nerita,Nertia,spp.,Nertia,Neritidae,0,0,0,0,0,0,0,0,0
0,No Catch,No Catch,No Catch,No Catch,No Catch,0,0,0,0,0,0,0,0,0
3497,Scarus,Palenose Parrotfish,psittacus,Palenose Parrotfish,NULL,0,0,0,0,0,0,0,0,0
5061,Octopus,Octopus (cyanea),cyanea,Octopus (cyanea),Octopodidae,0,0,0,0,0,0,0,0,0
5062,Octopus,Octopus (ornatus),ornatus,Octopus (ornatus),Octopodidae,0,0,0,0,0,0,0,0,0
506,Octopus,Octopus,spp.,Octopus,Octopodidae,0,0,0,0,0,0,0,0,0
152,Ginglymostoma,Nurse shark,cirratum,Nurse shark,Orectolobidae,0,0,0,0,0,0,0,0,0
5156,Ostracion,Yellow boxfish,cubicus,Yellow boxfish,Ostraciidae,0,0,0,0,0,0,0,0,0
141,Lactoria,Trunkfishes,spp.,Trunkfishes,Ostraciidae,0,0,0,0,0,0,0,0,0
612,Multi-genera,Sea lion,spp.,Sea lion,Otariidae,0,0,0,0,0,0,0,0,0
5097,Panulirus,Spiny lobster (unspecified,"penicillatus, versicolor",Spiny lobster (unspecified,Palinuridae,0,0,0,0,0,0,0,0,0
379,Pempheris,Sweepers,spp.,Sweepers,Pempherididae,0,0,0,0,0,0,0,0,0
611,Monachus,Monk seal,schauinslandi,Monk seal,Phocidae,0,0,0,0,0,0,0,0,0
610,Multi-genera,Seals,spp.,Seals,Phocidae,0,0,0,0,0,0,0,0,0
605,Physeter,Sperm whale,macrocephalus,Sperm whale,Physeteridae,0,0,0,0,0,0,0,0,0
522,Streptopinna,Pen shell clam,saccata,Pen shell clam,Pinnidae,0,0,0,0,0,0,0,0,0
185,Plesiops,Prettyfins,spp.,Prettyfins,Plesiopidae,0,0,0,0,0,0,0,0,0
5160,Polydactylus,Sixfinger threadfin,sexfilis,Sixfinger threadfin,Polynemidae,0,0,0,0,0,0,0,0,0
140,Polydactylus,Threadfins,"sexfilis, plebeius",Threadfins,Polynemidae,0,0,0,0,0,0,0,0,0
143,Centropyge,Angelfish,flavissima,Angelfish,Pomacanthidae,0,0,0,0,0,0,0,0,0
1431,Pomacanthus,Emperor angelfish,imperator,Emperor angelfish,Pomacanthidae,0,0,0,0,0,0,0,0,0
5212,Pugoplites,Regal angelfish,navarchus,Regal angelfish,Pomacanthidae,0,0,0,0,0,0,0,0,0
3181,Abudefduf,Banded sergeant,septemfasciatus,Banded sergeant,Pomacentridae,0,0,0,0,0,0,0,0,0
318,Abudefduf,Sergeant major,spp.,Sergeant major,Pomacentridae,0,0,0,0,0,0,0,0,0
142,Dascyllus,Damselfish,trimaculatus,Damselfish,Pomacentridae,0,0,0,0,0,0,0,0,0
366,Priacanthus,Paeony bulleye,blochii,Paeony bulleye,Priacanthidae,0,0,1,0,0,0,0,0,0
367,Heteropriacanthus,Glasseye,cruentatus,Glasseye,Priacanthidae,0,0,1,0,0,0,0,0,0
369,Priacanthus,Moontail bullseye,hamrur,Moontail bullseye,Priacanthidae,0,0,1,0,0,0,0,0,0
349,Priacanthus,Bigeye squirrelfish,spp.,Bigeye squirrelfish,Priacanthidae,0,0,1,0,0,0,0,0,0
502,Ranina,Kona crab,ranina,Kona crab,Raninidae,0,0,0,0,0,0,0,0,0
701,"Oncorhynchus, Salmo",Salmon,spp.,Salmon,Salmonidae,0,0,0,0,0,0,0,0,0
3492,Scarus,Filament-fin Parrotfish,altipinnis,Filament-fin Parrotfish,Scaridae,0,0,0,0,0,0,0,0,0
5114,Cetoscarus,Bicolor parrotfish,bicolor,Bicolor parrotfish,Scaridae,0,0,0,0,0,0,0,0,0
3501,Calotomus,Stareye parrotfish,carolinus,Stareye parrotfish,Scaridae,0,0,0,0,0,0,0,0,0
5235,Scarus,Chameleon parrotfish,chameleon,Chameleon parrotfish,Scaridae,0,0,0,0,0,0,0,0,0
5220,Scarus,Yellowfin parrotfish,flavipectoralis,Yellowfin parrotfish,Scaridae,0,0,0,0,0,0,0,0,0
3493,Scarus,Bluepatch Parrotfish,forsteni,Bluepatch Parrotfish,Scaridae,0,0,0,0,0,0,0,0,0
3494,Scarus,Bridled Parrotfish,frenatus,Bridled Parrotfish,Scaridae,0,0,0,0,0,0,0,0,0
3488,Chlorurus,Reefcrest Parrotfish,frontalis,Reefcrest Parrotfish,Scaridae,0,0,0,0,0,0,0,0,0
5069,Scarus,Blue-barred parrotfish,ghobban,Blue-barred parrotfish,Scaridae,0,0,0,0,0,0,0,0,0
3495,Scarus,Violet-lined Parrotfish,globiceps,Violet-lined Parrotfish,Scaridae,0,0,0,0,0,0,0,0,0
5189,Hipposcarus,Candelamoa parrotfish,harid,Candelamoa parrotfish,Scaridae,0,0,0,0,0,0,0,0,0
3489,Chlorurus,Redtail Parrotfish,japanensis,Redtail Parrotfish,Scaridae,0,0,0,0,0,0,0,0,0
3503,Hipposcarus,Longnose parrotfish,Longiceps,Longnose parrotfish,Scaridae,0,0,0,0,0,0,0,0,0
3490,Chlorurus,Steephead Parrotfish,microrhinos,Steephead Parrotfish,Scaridae,0,0,0,0,0,0,0,0,0
5083,Scarus,Swarthy parrotfish,niger,Swarthy parrotfish,Scaridae,0,0,0,0,0,0,0,0,0
3496,Scarus,Dark-capped Parrotfish,oviceps,Dark-capped Parrotfish,Scaridae,0,0,0,0,0,0,0,0,0
5082,Scarus,Greenthroat parrotfish,prasiognathos,Greenthroat parrotfish,Scaridae,0,0,0,0,0,0,0,0,0
3498,Scarus,Redlip Parrotfish,rubroviolaceus,Redlip Parrotfish,Scaridae,0,0,0,0,0,0,0,0,0
3502,Scarus,Yellowband parrotfish,schlegeli,Yellowband parrotfish,Scaridae,0,0,0,0,0,0,0,0,0
3491,Chlorurus,Bullethead Parrotfish,sordidus,Bullethead Parrotfish,Scaridae,0,0,0,0,0,0,0,0,0
3499,Scarus,Greencap Parrotfish,spinus,Greencap Parrotfish,Scaridae,0,0,0,0,0,0,0,0,0
350,Scarus,Parrotfishes,spp.,Parrotfishes,Scaridae,0,0,0,0,0,0,0,0,0
3500,Scarus,Tricolor Parrotfish,tricolor,Tricolor Parrotfish,Scaridae,0,0,0,0,0,0,0,0,0
5084,Scarus,Red parrotfish,xanthopleura,Red parrotfish,Scaridae,0,0,0,0,0,0,0,0,0
458,Euthynnus,Kawakawa,affinis,Kawakawa,Scombridae,0,0,0,0,0,0,0,0,0
455,Thunnus,Albacore tuna,alalunga,Albacore tuna,Scombridae,0,0,0,0,0,0,0,0,0
456,Thunnus,Yellowfin tuna,albacares,Yellowfin tuna,Scombridae,0,0,0,0,0,0,0,0,0
5232,Grammatorcynos,Double-lined mackerel,bilineatus,Double-lined mackerel,Scombridae,0,0,0,0,0,0,0,0,0
108,Rastrelliger,Mackerel,brachysoma,Mackerel,Scombridae,0,0,0,0,0,0,0,0,0
5178,Rastrelliger,Long-jawed mackerel,kanagurta,Long-jawed mackerel,Scombridae,0,0,0,0,0,0,0,0,0
457,Thunnus,Bigeye tuna,obesus,Bigeye tuna,Scombridae,0,0,0,0,0,0,0,0,0
452,Katsuwonus,Skipjack tuna,pelamis,Skipjack tuna,Scombridae,0,0,0,0,0,0,0,0,0
412,Acanthocybium,Wahoo,solandri,Wahoo,Scombridae,0,0,0,0,0,0,0,0,0
453,Thunnus,Bluefin tuna,thynnus,Bluefin tuna,Scombridae,0,0,0,0,0,0,0,0,0
454,Gymnosarda,Dogtooth tuna,unicolor,Dogtooth tuna,Scombridae,0,0,0,0,0,0,0,0,0
5268,Pontinus,Large-headed scorpionfish,macrocephalus,Large-headed scorpionfish,Scorpaenidae,0,0,1,0,0,0,0,0,0
145,Synaceia,Stonefishes,spp.,Stonefishes,Scorpaenidae,0,0,0,0,0,0,0,0,0
146,Pterois,Lionfishes,spp.,Lionfishes,Scorpaenidae,0,0,0,0,0,0,0,0,0
505,Parribacus,Slipper lobster,caledonicus,Slipper lobster,Scyllaridae,0,0,0,0,0,0,0,0,0
220,Variola,White-edged lyretail,albimarginata,White-edged lyretail,Serranidae,0,0,1,1,0,0,0,1,0
216,Plectropomus,Squaretail coral grouper,areolatus,Squaretail coral grouper,Serranidae,0,0,1,1,0,0,0,1,0
213,Cephalopholis,Peacock hind,argus,Peacock hind,Serranidae,0,0,1,1,0,0,0,1,0
202,Cephalopholis,Golden hind,aurantia,Golden hind,Serranidae,0,0,1,1,0,0,0,1,0
5086,Epinephelus,Palemargin grouper,bontoides,Palemargin grouper,Serranidae,0,0,1,1,0,0,0,1,0
5227,Epinephelus,Orange-spotted grouper,coioides,Orange-spotted grouper,Serranidae,0,0,1,1,0,0,0,1,0
5112,Epinephelus,Speckled blue grouper,cyanopodus,Speckled blue grouper,Serranidae,0,0,1,1,0,0,0,1,0
3858,Cephalopholis,Bluespotted grouper,cyanostigma,Bluespotted grouper,Serranidae,0,0,1,1,0,0,0,1,0
221,Epinephelus,Blacktip grouper,fasciatus,Blacktip grouper,Serranidae,0,0,1,1,0,0,0,1,0
5223,Cephalopholis,Bluelined grouper,formosa,Bluelined grouper,Serranidae,0,0,1,1,0,0,0,1,0
5109,Epinephelus,Brown-marbled grouper,fuscoguttatus,Brown-marbled grouper,Serranidae,0,0,1,1,0,0,0,1,0
224,Epinephelus,Hexagon grouper,hexagonatus,Hexagon grouper,Serranidae,0,0,1,1,0,0,0,1,0
5111,Epinephelus,Blacksaddle grouper,howlandi,Blacksaddle grouper,Serranidae,0,0,1,1,0,0,0,1,0
203,Cephalopholis,Garish hind,igarashiensis,Garish hind,Serranidae,0,0,1,1,0,0,0,1,0
217,Plectropomus,Saddleback grouper,laevi,Saddleback grouper,Serranidae,0,0,1,1,0,0,0,1,0
206,Epinephelus,Giant grouper,lanceolatus,Giant grouper,Serranidae,0,0,1,1,0,0,0,1,0
218,Plectropomus,Leopard coralgrouper,leopardus,Leopard coralgrouper,Serranidae,0,0,1,1,0,0,0,1,0
201,Anyperodon,Slender grouper,leucogrammicus,Slender grouper,Serranidae,0,0,1,1,0,0,0,1,0
207,Epinephelus,Longspine grouper,longispinnis,Longspine grouper,Serranidae,0,0,1,1,0,0,0,1,0
229,Variola,Yellow-edged lyretail,louti,Yellow-edged lyretail,Serranidae,0,0,1,1,0,0,0,1,0
5135,Epinephelus,Snubnose grouper,macrospilos,Snubnose grouper,Serranidae,0,0,1,1,0,0,0,1,0
226,Epinephelus,Spotted grouper,maculatus,Spotted grouper,Serranidae,0,0,1,1,0,0,0,1,0
5177,Plectropomus,Spotted coral grouper,maculatus,Spotted coral grouper,Serranidae,0,0,1,1,0,0,0,1,0
208,Epinephelus,One-bloch grouper,melanostigma,One-bloch grouper,Serranidae,0,0,1,1,0,0,0,1,0
209,Epinephelus,Honeycomb grouper,merra,Honeycomb grouper,Serranidae,0,0,1,1,0,0,0,1,0
227,Epinephelus,Smalltooth grouper,microdon,Smalltooth grouper,Serranidae,0,0,1,1,0,0,0,1,0
5167,Cephalopholis,Freckled grouper,microprion,Freckled grouper,Serranidae,0,0,1,1,0,0,0,1,0
228,Epinephelus,Netfin grouper,miliaris,Netfin grouper,Serranidae,0,0,1,1,0,0,0,1,0
5063,Cephalopholis,Coral grouper,miniata,Coral grouper,Serranidae,0,0,1,1,0,0,0,1,0
223,Epinephelus,Striped grouper,morrhua,Striped grouper,Serranidae,0,0,1,1,0,0,0,1,0
211,Hyporthodus,Eightbar grouper,octofasciatus,Eightbar grouper,Serranidae,0,0,1,1,0,0,0,1,0
5110,Epinephelus,Whitestreaked grouper,ongus,Whitestreaked grouper,Serranidae,0,0,1,1,0,0,0,1,0
5163,Epinephelus,Camouflage grouper,polyphekadion,Camouflage grouper,Serranidae,0,0,1,1,0,0,0,1,0
219,Saloptia,Powell's grouper,powelli,Powell's grouper,Serranidae,0,0,1,1,0,0,0,1,0
5254,Epinephelus,Sixbar grouper,sexfasciatus,Sixbar grouper,Serranidae,0,0,1,1,0,0,0,1,0
204,Cephalopholis,Six-blotch/banded hind,sexmaculata,Six-blotch/banded hind,Serranidae,0,0,1,1,0,0,0,1,0
215,Cephalopholis,Tomato hind/grouper,sonnerati,Tomato hind/grouper,Serranidae,0,0,1,1,0,0,0,1,0
205,Cephalopholis,Strawberry hind,spiloparaea,Strawberry hind,Serranidae,0,0,1,1,0,0,0,1,0
5144,Epinephelus,Foursaddle grouper,spilotoceps,Foursaddle grouper,Serranidae,0,0,1,1,0,0,0,1,0
210,Epinephelus,Groupers,spp.,Groupers,Serranidae,0,0,1,1,0,0,0,1,0
380,Multi-species,Inshore groupers,spp.,Inshore groupers,Serranidae,0,0,1,1,0,0,0,1,0
212,Epinephelus,Greasy grouper,tauvina,Greasy grouper,Serranidae,0,0,1,1,0,0,0,1,0
222,Epinephelus,Yellowspot grouper,timorensis,Yellowspot grouper,Serranidae,0,0,1,1,0,0,0,1,0
214,Cephalopholis,Flagtail grouper,urodeta,Flagtail grouper,Serranidae,0,0,1,1,0,0,0,1,0
3101,Siganus,Forktail rabbitfish,aregenteus,Forktail rabbitfish,Siganidae,0,0,0,0,0,0,0,0,0
5236,Siganus,Golden rabbitfish,guttatus,Golden rabbitfish,Siganidae,0,0,0,0,0,0,0,0,0
3504,Siganus,Goldspotted rabbitfish,punctatus,Goldspotted rabbitfish,Siganidae,0,0,0,0,0,0,0,0,0
311,Siganus,Scribbled rabbitfish,spinus,Scribbled rabbitfish,Siganidae,0,0,0,0,0,0,0,0,0
